keywords,sentiment_coeff
dead,1.1012062999433179
voices,1.2170376935274276
gone,1.3578383047950913
hospital,-1.145992856696554
brave,1.3019362613363048
fellow,1.2389559386909532
purse,1.4484825480379513
rough,-1.1229841069435615
ah,1.3355416687075155
breathing,1.2014432306251746
surely,1.4193778844995413
comfortable,1.5609955960906035
sofa,1.298405584490593
solemnly,1.482243470155204
borne,-1.2047118559689451
principal,-1.1643411157045067
drawn,1.112155602314358
playing,1.4031098788304466
ashamed,1.406030511476645
creature,1.3396289978022542
grace,1.2164276604707693
waited,1.491750624573351
draw,1.2291693349747432
heart,1.1565234026980022
preventing,-1.2934559515739732
motion,-1.1610570198740708
need,1.1742588495571655
sooner,1.1586370772323034
mouth,1.062767174673921
gentlemen,1.3574625060011754
maids,1.5752800746233901
joined,1.222813077426809
clouds,1.143957905220125
rushing,1.5207315762842342
figures,1.1364609957903022
later,-1.03875533929344
alarm,1.4205428038722323
slipping,1.3236872484102122
shouting,1.2704301859986473
arm,1.1257363375765193
mine,1.3083520123798267
silence,1.4223099114529698
showed,1.2714352762587935
perfectly,1.2839247279656254
everyone,1.3860986111937628
engaged,1.1264431599590692
guessed,1.720569715995603
row,1.3581533518356417
moist,-1.0164639244108804
palm,-1.1108069259191249
fell,1.184742865832959
bound,1.1091350400318243
suspected,-1.2180955931451731
determined,-1.2375987718356416
thinks,1.505273733961133
instinct,1.5217933118941063
rush,1.3365298585686636
impulse,1.297241636505973
advantage,-1.1717660174387907
baby,1.2956881160145821
reaches,-1.2854503009497298
box,1.2558315911627036
precious,1.3693464043852224
nerves,-1.2191009363590866
responded,-1.1573838638655631
drew,1.1965051618280584
replaced,-1.033462594046572
making,1.193242794365825
escaped,1.2474171472320397
practically,-1.5236303728104912
finished,1.4607260772549406
care,1.0687812365431513
probable,-1.2743666246374539
satisfaction,1.1363533502489505
wire,-1.2209531339717026
delay,-1.2379023388689812
stopped,1.4451852495328235
searching,1.250218785065394
key,1.3962709702328941
greeting,1.7127867697216865
youth,1.1452327486662177
dimly,1.4132632594109908
wonder,1.4219491176904009
slept,1.4282310073988334
coffee,1.4052397460312511
got,1.4242049026126844
shoulder,1.1429820254003953
hopes,1.1661202038963494
descended,1.2454125109271552
yesterday,1.2874663444879557
named,-1.1142447023660003
future,-1.0715208468228181
loves,1.2215519357379367
husband,1.3326785989694125
reason,1.1358359561857359
queen,1.275092332245277
broken,1.1083177433525981
elderly,1.2321705090424002
questioning,1.489542915625688
gaze,1.328878302597386
5,-1.216607784864789
train,1.2047846242317537
cross,1.104369101688672
continent,-1.3243933999191153
return,-1.058817277301457
furniture,1.1674053212751623
scattered,-1.1669847639446511
hurriedly,1.4642320917114493
flight,1.237421203738381
till,1.1959235417441598
midnight,1.470350163761475
ran,1.4145472863627322
completely,-1.1294973517114453
suspicion,1.3682451701112623
months,-1.062664722109458
evil,-1.0875923559030367
kind,1.1452758288342348
freedom,-1.1792815233377618
gives,-1.0824677846081767
upstairs,1.5292957700756253
walking,1.2947865969169456
celebrated,1.3168507400435001
wished,1.326693052944329
pursued,-1.205659333539237
empty,1.1608612861213135
rest,1.1406437009929424
peace,-1.0766532854445277
loved,1.207285512868118
keep,1.2406976028078815
preserve,-1.1963850843361579
level,-1.11210811292249
coldly,1.6760963360422747
sorry,1.3181928213937082
successful,-1.3547877298031457
conclusion,-1.1693997040205564
safe,1.1499839089242505
reward,1.1218325240591223
ring,1.140134777957709
slipped,1.43718353638667
finger,1.045793379776895
held,1.1120206388672225
value,-1.175634941047993
highly,-1.1925743652715721
stared,1.6058317925233991
bowed,1.196173224294789
turning,1.4960554616561441
threatened,-1.1688002310960683
affect,-1.335384721492035
beaten,1.2852622157876634
merry,1.3941040581749342
autumn,1.1496713203407452
conversation,1.3111026179658989
stout,1.1750778886804076
hair,1.1300420099703763
withdraw,-1.1265641888805624
closed,1.0866690351702257
possibly,1.2203127303468848
afraid,1.4041778802343579
wilson,-1.036421666032285
partner,1.5572208722876568
fat,1.0420052893264493
try,1.2659519475886643
custom,1.2261691445637466
judicial,-1.3480113842673145
share,-1.197992249933928
conventions,-1.3106873860742447
routine,-1.3181226437839526
enthusiasm,1.2302031243033429
saying,1.5396752853515432
somewhat,-1.0851944627635273
greatest,-1.1166240364139135
presented,1.1035275823350357
effects,-1.2954885052653293
combinations,-1.4151973234925748
daring,1.3836770534811171
effort,-1.0774274024390498
imagination,1.200107541886733
liberty,-1.1327414912244804
otherwise,-1.1811133169563988
fact,-1.2247751125721225
narrative,1.1225422378064602
remark,1.4806798674649744
connected,-1.3113542709918908
larger,-1.2869562894690088
smaller,-1.2317241139803727
positive,-1.2832799126814736
impossible,1.1086385187785235
events,-1.1612777338571159
ask,1.2756678167298232
makes,-1.0699383332034382
anxious,1.3159069119235065
possible,-1.1754059797585106
detail,1.163453587679689
lips,1.1631829446001618
rule,-1.348269875333085
slight,-1.1173647739692059
indication,-1.3245118760198242
guide,1.5693588607513245
similar,-1.2026085560271527
forced,1.1215212015891596
belief,-1.3431837179262496
pride,1.3001217760925765
dirty,1.2621991177862366
wrinkled,1.2432224528224318
newspaper,-1.1166187228609925
advertisement,-1.1249190130384152
column,-1.035116828558659
thrust,1.2114729140070453
knee,1.0258764409345966
gain,-1.1416544004170202
british,-1.1596852471342567
grey,1.0598995649611973
clean,1.1475996140269769
waistcoat,1.191388161037044
square,1.1718855434009243
metal,-1.077083595235977
overcoat,1.3380553023819817
collar,1.229503676153339
altogether,-1.3028650144712635
occupation,-1.2782619102958577
shook,1.2601888649467128
noticed,1.4554562399509754
glances,1.6308642099611492
obvious,-1.0739505338053357
takes,-1.1135971588043938
china,-1.2283828962458907
considerable,-1.1956315415868213
amount,-1.2027142851917538
fortune,1.3561618169358582
ship,-1.0976062838858363
worked,-1.399740029311748
muscles,-1.1657800034925991
developed,-1.3534864597871303
telling,1.5468294923495292
especially,-1.172728816749696
rules,-1.1300142625675667
forgot,1.635878523573027
smooth,1.0654951923734899
elbow,1.0379961802861581
fish,1.1889524675668397
addition,-1.4381336905374074
chinese,-1.3805212604179056
coin,-1.155288089386453
heavily,1.1887357862297532
clever,1.2136932713013442
explaining,1.4035947610294761
reputation,1.1182723954359892
suffer,-1.0881919743663433
follows,-1.2835531623298466
pennsylvania,-1.1546614532043222
u,-1.246987147556471
4,-1.235284149388141
purely,-1.5820881096866595
body,-1.1050623036553913
age,-1.0686921098982207
apply,-1.2323800788658064
eleven,1.0657871786624138
offices,-1.182434289636652
7,-1.2109451160329248
court,1.0307852081262485
fleet,-1.1889714400782085
earth,1.1312013234848877
announcement,1.1550062203641234
spirits,1.4326740943093792
track,1.1586803919228363
household,1.2172416428666306
effect,-1.2808366411525551
fortunes,-1.2207367797409234
april,-1.0833470295650407
27,-1.2285850699565672
1890,-1.3401513550514206
city,-1.0466072448942856
affair,1.303103465196473
willing,1.248459808334625
wages,-1.1482938392914668
learn,1.1398658536783195
assistant,1.2837636122662608
satisfied,1.1396633814721047
ideas,-1.1346817103407874
seem,1.1426808057670845
full,1.0866275360855877
market,-1.0886642778754085
price,-1.0718512507846736
common,-1.1885026917610433
experience,-1.129668057531072
employers,-1.3041249363075307
ought,1.2481257693085652
cellar,1.3773713357289539
develop,-1.3481616621192232
pictures,-1.43371814840632
main,-1.2085800139164777
fault,1.3379172110665731
vice,-1.072397831541378
fourteen,-1.0636236583084244
place,-1.0254819331381375
live,1.160758893671431
roof,1.195445647784718
debts,-1.0862251378306624
office,-1.061551721859773
weeks,-1.0184279357906434
says,1.175035768770264
lord,1.0363705757802937
asks,1.3624510064599065
worth,1.0891632951689447
gets,1.4443361128812486
colour,-1.0427715927147763
ready,1.3357496852331376
foot,1.063749038463848
going,1.4513393824582572
couple,1.2678706361258492
occupations,-1.5429183438339296
ears,1.4950156105482433
extra,-1.3146662317928772
founded,-1.1944380139492676
american,-1.16711810596264
ways,-1.21763114801854
died,1.2155584538689688
enormous,-1.0439635192880883
instructions,1.2528765815106144
providing,-1.2510810186984929
splendid,1.261867813233175
millions,-1.0977771033245178
grown,1.2175476048315061
town,1.1471853419708047
applying,-1.1820615842852562
real,1.161729467213412
bright,1.1030604110923368
sake,1.1891323438775045
competition,-1.4861980403652648
met,-1.0516247386416493
useful,-1.1443106958773397
ordered,1.2308902250095946
shut,1.5336712049552124
sight,1.2710026267789343
north,-1.1328125840738001
south,-1.1196553246412406
east,-1.1055283205960449
west,-1.101566983084121
shade,1.1610198209148053
answer,1.2076864227599782
folk,1.3253389792267833
straw,1.3639615147259663
irish,-1.0565735897021402
liver,-1.201789110352841
clay,1.0361883032025574
despair,1.2958158049392392
stream,-1.1300865783740175
huge,1.1019246213829217
statement,-1.0953496829377745
wooden,1.167000868808348
chairs,1.264480148346683
words,1.2782943172950012
candidate,-1.05345102110591
managed,1.1980730152397714
favourable,-1.3182472748934295
fill,-1.1606356320072695
recall,-1.1942876728703773
backward,1.0890097063515853
gazed,1.4022416386803656
warmly,1.2759909935845393
pain,-1.0580306056214617
water,1.071516190765189
careful,-1.0517324599851658
wax,1.3652429622056619
human,-1.1212677875428863
filled,1.0383230352712007
benefactor,1.3560954370155027
spread,-1.134627207695873
exceedingly,-1.082147882353198
unfortunate,1.173900981835174
thinking,1.4570919093986079
fatal,-1.1406067193252352
favour,-1.325252682487366
duties,-1.1440973342035705
awkward,1.5557854616594744
building,1.1224180555083716
forever,1.112535944988612
conditions,-1.28518044088067
leaving,1.140389290825719
copy,-1.1338110210172971
provide,-1.2344614626698294
congratulate,1.4037785059061756
knowing,1.4504772084165316
pleased,1.4120992341688698
low,1.1028034866310927
sum,-1.1225439729003868
bottle,1.2920959433570425
pen,1.1661350306632339
delight,1.3845105632158317
everything,1.2935223615278046
fairly,-1.2639657288493051
locked,1.2037559361800305
golden,1.3882330407768835
degrees,-1.177643054338343
dared,1.3178937380359939
risk,-1.1517938894348334
loss,-1.0764767809640388
hoped,1.4430261435909557
b,-1.124791777353237
cost,-1.0777770017429285
middle,-1.0459400289160883
piece,1.0526828606410115
october,-1.0687410788188323
9,-1.289741356031814
consideration,-1.2632447710941246
burst,1.1041014828026336
roar,1.315264208701829
laughter,1.2613937235410646
laugh,1.3606444592640536
elsewhere,-1.2463208993594113
card,1.2628758077832671
become,-1.1196260499182547
william,-1.03033986543809
using,-1.1274487705490743
temporary,-1.4698513331539422
moved,1.2413092080862176
17,-1.273136491029436
artificial,-1.2051292086460907
advice,1.1446234083882267
struggle,-1.217795844554324
happy,1.3222031306324586
issues,-1.2965102910356248
appear,-1.180710528369538
grave,-1.1530260251418687
personally,1.2265858441975592
concerned,-1.2414531194353797
30,-1.1320682148384622
minute,1.0575410323052812
knowledge,-1.1564387571463692
gained,-1.0992773710940957
joke,1.6630129898842556
points,-1.2678696469728834
questions,-1.0648847805084327
month,1.0576067604255162
pick,1.5698192466250378
short,1.0819708737121543
acid,-1.0943804273765987
excitement,1.1491040332481546
lad,1.2801423391431943
sinking,1.5102229820924322
attended,-1.1582145854234729
absence,-1.1281955268171568
opinion,-1.1232656836959383
frankly,1.2792595549044854
mysterious,1.2457586936359741
proves,-1.2191516477620727
pipe,1.1947516803236466
beg,1.2278314468081244
thin,1.1244098229640762
knees,1.1760881234379148
nose,1.095184744214938
bill,-1.0785269456695072
bird,1.3045407803883098
asleep,1.2852710710880695
james,1.034231338494489
patients,-1.101034576145089
music,1.451075437182913
italian,1.4063348162717262
french,1.1435139117671693
along,-1.0245686506917973
lines,-1.0776953326940233
grass,1.2000365328308058
bushes,1.3073355958611996
fight,1.1439344257127753
atmosphere,1.3804000698936902
balls,1.1135051418011737
board,-1.1677883118788646
announced,1.1618180071859225
shining,1.2026690850250532
brightly,1.1849444698310216
puckered,1.2917983579947305
vigorously,-1.1528143997376266
stick,1.4700974408052994
knocked,1.4026217655555833
instantly,1.4775746301779369
third,-1.0499121248118268
fourth,-1.0318155748916549
promptly,-1.2041013297697005
judgment,-1.3625080892780275
claim,-1.1581647692268793
inquired,1.420199909352374
beat,1.3177598396497532
talk,1.4270297842290074
enemy,1.1316115171894248
parts,-1.132896495634817
contrast,-1.2162856230742216
picture,-1.2348350044956566
arteries,-1.3014043734477272
traffic,-1.3725674442464162
blocked,-1.1963454170926822
commerce,-1.2261800411841055
flowing,-1.1881796792731816
tide,-1.1744709652978724
hurrying,1.4908103900443896
shops,1.1531926457274633
exact,-1.2007748544361103
shop,1.230628933457786
branch,-1.1731231702015652
bank,-1.0513613542047744
cup,1.3666998536679593
land,-1.1735473692108458
merit,-1.3566567467386297
wrapped,1.2531602555795722
gently,1.2475518143090287
fingers,1.0662244377538943
smiling,1.5160964839216473
unlike,-1.1397472926953038
criminal,-1.2402032094681015
represented,-1.3650855243773135
reaction,-1.2233523971636495
amid,1.068097224768724
chase,1.6282078697877465
brilliant,1.123212563958497
hunt,1.6066760239449929
stop,1.2357209552027248
early,-1.105952321305847
danger,1.141069516278502
army,1.0551471022378767
heel,-1.0954314911371898
dense,-1.0540960613436006
sense,1.082400932734749
evident,1.131476028307889
clearly,1.157319951809367
happened,1.238540533261267
happen,1.175071487457745
confused,1.260269536461606
parted,1.6687617188430834
expedition,1.322205912284548
armed,-1.0921933255529972
game,1.3477580042628756
aside,1.141013413605347
explanation,1.1446693249239255
nine,1.0690128872327014
entering,1.2743279696973349
recognised,-1.2802621981772346
peter,1.2534626274826588
jones,1.1662620608203536
sad,1.3402968660458292
party,-1.0742621017685563
jacket,1.1997341701536455
hunting,1.3835712126663071
crop,-1.1413305308909885
yard,1.3928468566802954
starting,1.0848828687097904
wants,1.4214543048706785
dog,1.261873998561671
wild,1.3016389762920992
goose,1.2462817972658093
confidence,-1.1716894494394878
correct,-1.1380697865626748
force,-1.175936328950479
stranger,1.5923244261743863
rubber,-1.0663538843470493
higher,-1.0424181508027919
stake,1.2049637036250707
000,-1.082851309989956
brain,-1.1633787694290072
cunning,1.2474799925467384
raising,1.113281954236074
turns,1.3169183616869333
agree,-1.0569016647794287
endless,-1.1875619550502128
virtue,-1.153252191805763
narrow,-1.0361808265866903
corridor,1.368561060335231
iron,-1.0952473163313183
gate,1.319502823807699
stone,1.0592576796777973
conducted,-1.1297437606241238
striking,-1.0847221287094853
sounds,1.217518692544099
hollow,1.1135249065603077
severely,1.4171096888587624
goodness,1.174182479928101
solemn,1.23589106897405
examine,-1.4409175064422928
seconds,1.3935175632970582
bed,1.1270480708549244
longer,1.2065292107622687
escape,-1.1434003985065264
banks,-1.2242020517519148
strengthen,-1.2710269859852907
resources,-1.2178520872336747
france,-1.0960050437838889
contains,-1.2318249021657002
2,-1.2231572034255407
packed,1.0593661961702896
layers,-1.2258077047620892
reserve,-1.2010402128989197
usually,-1.2568344277338324
kept,1.2767463089117201
expect,1.261449528197372
pack,1.4366095396505798
cards,1.4195504626954165
preparations,-1.169696634216421
presence,1.0842657890846803
choose,1.1140739468762026
positions,-1.4588984239606164
harm,1.177593762569563
unless,-1.1764445205192693
stand,1.20174611851423
darkness,1.3149711437262077
experienced,1.1466479455796246
smell,1.1939580434122667
assure,1.3339101326655751
sudden,-1.0534552588224209
gloom,1.5147820022757053
retreat,1.0802311808970293
inspector,1.2872149900694714
officers,1.1063777513889619
silent,1.4099882167311224
dawn,1.4657737107127828
weary,1.4205114607143796
feared,1.2947038152341173
highest,-1.1299775554616556
tension,-1.224381265558906
hearing,1.4140009798798683
gentle,1.1053263943275482
distinguish,1.3137241483650175
deeper,-1.0412826901874577
breath,1.4248287951205654
yellow,1.0522449993649394
warning,-1.2542274655155208
area,-1.1999319094981684
withdrawn,-1.2123889576769025
disappearance,-1.3287985195014191
tearing,-1.1989744842777317
edge,1.090277460621249
cut,1.0365869140098256
rested,1.2902952219280706
pale,1.2289845966274644
shock,-1.1568743359946256
scott,-1.1703824545671613
cloth,1.0744739624587247
pistol,1.319432134396312
idea,1.1443916698024763
effective,-1.5532071884913947
fix,-1.3352823480815923
touch,1.0772040293517988
prisoner,1.3059991263924036
veins,-1.1298775518419277
highness,1.0988551875385624
bow,1.184448461656608
detected,-1.3352398863840453
defeated,-1.25621382616962
settle,1.2046701825360209
expense,-1.1250999722007944
refund,-1.1051246060059423
curious,1.4576597591485916
suggest,-1.1855634195708038
method,-1.1704704758877267
manage,1.2958999607598964
securing,-1.3932686122550646
mere,-1.2152141625808741
inquiries,1.4340652831969054
surprised,1.41681708619424
beating,1.5544258763256036
worn,1.2062343866638185
stained,-1.0443954758864686
remaining,-1.2462231787632922
essential,-1.274309680025664
discovered,-1.309076820325605
removed,-1.1676411595887035
exclaimed,1.1938648978938777
feel,1.2832640989348716
spent,1.1288996758416643
existence,-1.1910063712985335
race,-1.0817302271373297
l,1.0151407042158564
c,-1.1050024695752463
est,1.0921064699393601
george,1.0102379156019634
dare,1.3890530828542818
fly,1.3556574016022125
working,1.1729354752532506
generations,-1.1843973207818415
leading,-1.1401785993314049
foreseen,-1.2450802648892123
convinced,1.1761399478156538
bald,1.0294633971695653
reports,1.1478634603629962
limits,-1.5201155192718816
producing,-1.3087789796396976
report,1.1370363077513272
contain,-1.2897770356963043
vital,-1.4206150448414638
essence,-1.316578124286978
depend,-1.2958387227449317
unnatural,1.3709121147857968
smiled,1.4386783868028685
everybody,1.4507097824212314
throughout,-1.268226281614002
contact,-1.1273946356664717
picked,1.32204359929299
practical,-1.1473557994439907
test,-1.1988591137606142
cruelty,1.5542801020573784
reading,1.1868830168195657
drink,1.3396098231346558
sister,1.3023514289358509
writers,-1.3472809677787847
argument,-1.2352844490876278
separation,-1.097579365812453
happens,1.0634935280948064
connection,-1.3169343735851429
teeth,1.058279275809132
allow,1.0979313373599222
snuffbox,1.4388750838819957
assistance,-1.2655658338032878
served,1.0923109800668855
feature,-1.1240465062380787
analysis,-1.501216770195906
charm,1.2520391420354482
apt,-1.2506653975282542
referred,-1.1485383305873313
presents,-1.146486202239114
gazing,1.4091888190258814
opposite,1.1659415355452314
feather,1.3194306766170585
leaves,1.1150849271998025
symptoms,-1.1640283849204243
de,1.029225748724227
communication,-1.2333886728409145
symptom,-1.303731401809014
angry,1.4160126576110357
merchant,-1.1292755308950624
tiny,-1.2613165136498328
welcomed,1.4451137117917061
trying,1.3831307996231499
violent,1.1229921741976516
astonishment,1.5703622669341688
hosmer,1.0974813584495335
angel,1.11318627243147
windibank,1.1783853218115714
father,1.3494207790512949
stepfather,1.4322439915240939
older,-1.1187538189406114
mother,1.3279806072504223
alive,1.3812419327828658
fifteen,1.0278185263628943
younger,1.2512480558694463
superior,-1.195197450606521
income,-1.1475223839347124
separate,-1.1472795675182343
uncle,1.5575717125702846
stock,-1.1786832890729608
paying,-1.0734260792024204
per,-1.0784490567973801
cent,-1.0961801109175584
thousand,1.0432787207146006
extremely,1.0592969024473289
travel,1.15781454743029
60,-1.239866397805348
burden,1.1335213934902286
staying,1.493488736179304
ball,1.2704880424808116
anywhere,1.1418898148694578
school,-1.1475672499450316
treat,-1.2084505253153859
prevent,-1.2261074217546555
fit,1.316865151258833
friends,1.100728241593994
purple,1.1588282240472774
firm,-1.0716298981808199
visitors,1.2872498839404312
circle,-1.0223195354190104
write,1.2522720515464572
worst,1.35266629799327
offered,1.145901196896561
fond,1.270292287655176
shy,1.5966775593402367
hated,1.2496177038843472
swollen,-1.0257498052949872
glands,-1.1069267713348305
weak,1.0908269177015604
throat,1.063793750887518
speech,1.0978257891710748
glasses,1.4085518346830377
proposed,-1.0789363646678842
passion,-1.2024696498817444
talked,1.4041937219995893
marrying,1.2624954607802583
wedding,1.2749302210646767
missed,1.5771367138661252
breakfast,1.3835342407781908
hotel,1.4219803021154844
treated,-1.1175200549031112
occurred,1.1304380520218766
meaning,1.1365374420767276
bringing,-1.1301864279913794
doors,1.139679278884243
settled,1.1956426858726512
independent,-1.2180744841783893
sleep,1.2557300768988409
handkerchief,1.2148460658400044
rising,1.2866844951415302
definite,-1.2126561181663098
slip,1.4213109380232463
incident,1.419561431272651
faith,-1.0770898829660094
respect,-1.0747902208021631
whenever,-1.3024815354907109
summoned,1.1671542811897835
pressed,1.1393761428241607
directed,-1.0987517038811148
leaned,1.4117969434589797
infinite,-1.1640061571928344
invisible,1.5658517983922469
nails,-1.1420084728686302
describe,-1.2985134801479212
gloves,1.112774527052652
softly,1.5533301710364626
hit,1.4637380534777478
impressions,-1.4147152630589415
sleeve,1.3308465557034168
material,-1.1621090265505825
traces,1.1532649227153084
defined,-1.1479487521971787
type,-1.1340997109040856
ventured,1.3084278652317407
ones,1.1166385068931592
slightly,1.1559727730846878
toe,-1.087120819761841
fifth,-1.0713302088485837
fully,-1.0588916851023746
torn,-1.0568181735303968
amusing,1.6367287785920228
printed,-1.167266577591742
missing,1.3542491205368643
fourteenth,-1.2661686776670886
sallow,1.1707028702109035
elastic,-1.1794246971840794
anybody,1.4262332864685923
strike,1.1536765718557245
breach,-1.5034489863538743
asking,1.36656837983308
answers,1.1620863021015662
solid,-1.3127475587594148
grounds,-1.2734635314269513
assured,-1.1039564641971003
conviction,1.186249862602774
professional,-1.2934315286595297
gravity,-1.2466617084267848
spring,1.077514398399092
chemical,-1.2550057077699313
salt,-1.0563547352139326
scoundrel,1.5085293632665158
reply,1.2538409671915371
nearest,1.0914344079550247
appointment,1.1880540158701087
wash,1.1526178329385832
linen,1.222264883531633
public,-1.1109878454598356
controlled,-1.4426281071612266
pleasant,1.2999848605320448
misfortune,1.3582222041202061
abroad,1.1327906369144354
useless,-1.1644815810343634
alike,1.2885522194446632
defect,-1.2295700116829675
tail,1.1614876519404242
r,-1.0854541777788844
correspondence,-1.5154331841230524
devoted,-1.2172412181333676
waste,-1.337064581658778
stepping,1.5196198807930061
trap,1.5418495914639296
brow,1.1897326166440423
cruel,1.2428384373513026
wrong,1.1967368777007772
breast,1.0623465977951119
utterly,-1.3156581708348403
crushed,1.1462962304148507
stuck,1.315804765023955
leaning,1.2888918210537634
enjoyed,-1.1488506318889815
difference,-1.3678511472867727
disposition,-1.3465950839016523
affectionate,1.350448666533613
warm,1.1361826912865232
fair,1.119303373908747
personal,-1.110591875795231
allowed,1.079977154749355
forbidding,-1.3538325242165155
seek,1.1324378232203953
insisted,1.1696616539296911
covered,1.0848428181728926
whisper,1.6444021444271912
loudly,1.4588492830298345
expressed,1.1503422415726965
produced,-1.2377678472904634
meetings,-1.271355251874775
engagement,1.3297818763944804
affections,-1.2119500851766603
permanent,-1.3688408898117297
happening,1.3117599678599958
fate,1.1222672238133908
rate,-1.1182434919889794
farther,1.1349424081177122
assurance,1.2878091225548884
punishment,-1.2453822128343561
brother,1.3257329039799177
whip,1.2711509814638187
bitter,-1.1467459865356293
swift,1.154663973774161
speed,1.1909251664369445
ends,-1.1449802326944485
respects,-1.3611429814296878
spectacles,1.4737573794052532
confirmed,1.2945642916362194
isolated,-1.346147347264838
minor,-1.350180653772107
pointed,1.2755280799708737
request,1.114390251022345
inform,1.5000612057179623
revealed,-1.2155284664720223
trivial,-1.1844669200876303
characteristic,-1.127932956169224
defects,-1.4027901465162986
seated,1.1925128681344075
11,-1.1323167915059702
list,1.0969828598474693
seeing,1.6487342046683227
camp,1.03184361506049
stated,-1.262076153165981
platform,-1.091682918074755
fitting,-1.0938647783019573
local,-1.3764441814136308
aid,-1.16461960283809
seats,-1.1934312892767251
intervals,-1.1125167817310626
onto,1.2390532569731632
accounts,-1.3116691151794857
invariably,-1.2138440718352723
established,-1.3242284997034264
son,1.3729530140708162
granted,-1.212559965401795
opportunity,-1.1011276026391181
district,-1.2080382159753837
largest,-1.2771779089615638
farms,-1.161109694800063
charles,-1.060350339324667
mccarthy,1.10346429567822
colonies,-1.2199209642879967
terms,-1.1962206641213657
equality,-1.229138108546577
eighteen,1.0648922748877427
avoided,-1.1509258413280292
servants,1.1816666871094452
june,-1.0886482553153454
pool,1.3940088105512802
lake,-1.1067126745704885
formed,-1.1332491432584615
spreading,-1.1324357177676554
serving,1.1834155525173962
mile,1.1078428340367081
mentioned,1.1644312925931768
gun,1.1472148140141563
actually,1.1996281411957699
patience,1.4791930280211538
estate,1.0385216106658632
woods,1.1896127595593187
states,-1.1207133673353857
border,-1.127931406573367
elder,1.453234741495823
frightened,1.5276283587402333
violence,-1.2357447436784044
excited,1.2271356241267937
injuries,-1.2014187713305085
inflicted,-1.3092680467616526
paces,1.09124126563738
arrested,-1.1707467387326447
evidence,-1.2471166796068385
pointing,1.3961461054096649
looks,1.3798220985553205
retained,-1.373442582706173
lestrade,1.3650951405348128
aged,-1.1014826510629574
flying,1.2386496487192944
westward,-1.1450373944964674
miles,1.010098842189468
credit,-1.1252995436915072
destroy,-1.190560764169537
theory,-1.1701500099716724
understanding,1.1721706243068
military,-1.115373020051569
angle,1.0293360493096533
jaw,1.0698101839208118
equal,-1.1564864611785235
lies,-1.1340168380041071
service,-1.1178202738976288
considering,1.3834915022737062
farm,-1.1404497589796416
natural,-1.1218788516163507
removing,-1.239996789888672
minds,1.2896819893155653
jury,-1.197915766321974
innocent,-1.0631942066435687
anger,1.2626030558372674
policy,-1.1948558490539605
frank,1.5337503158753163
firmness,-1.2783223597197686
consider,1.101175798885678
forgotten,1.3550190191522395
duty,1.1737557329735304
according,-1.1924769817601417
reproach,1.221941574544337
healthy,-1.0834516783486157
guilty,1.2851878164630495
paragraph,-1.1549862324167846
absent,1.0395331476182124
arrival,1.2462779465588043
rapidly,1.0716247564186174
yards,1.1561055243804603
temper,1.225140334801476
becoming,-1.068309018818934
terribly,1.542912824607366
popular,-1.1597984626663997
manners,-1.1343688071058977
enemies,-1.1533090419023944
final,-1.1476569672665051
decide,-1.159186527671517
refusal,-1.1348553525484648
arise,-1.4625319867530917
uttered,1.2683378255805797
confusion,1.153436578305958
aroused,1.1109222261206637
disturbed,1.2362682859960645
feeling,1.1675264466249808
concluded,1.256938660368985
examination,-1.1068899427481416
remarks,1.4455580426564965
severe,-1.1281795990158174
dying,1.2800306792395326
pains,-1.0907872120221607
consciousness,-1.096288765097065
reference,-1.1669105248030638
approach,1.3153317694757864
spite,-1.1519292312983194
surroundings,-1.3240306851877777
difficulty,-1.0821197303504813
tea,1.2092051252537923
pressure,-1.1917688534063928
sky,1.143491606110768
newspapers,-1.222139053903778
repeatedly,1.248063635447251
cheeks,1.122207136987566
concern,-1.2630290855159423
children,1.0495354849355745
tender,1.033644375244451
charge,1.079240510837613
absurd,1.4166892312021544
forming,-1.1484609092464566
hide,1.456871879321149
union,-1.2744982436136505
mines,-1.2436659228429157
prison,1.1700586745644237
undertaking,1.2426263905356567
dignity,1.138267019966075
novel,1.24939814341162
compared,-1.1611596829015356
continually,1.3599645093121076
flung,1.1841785112933976
supposing,1.5917128295255307
unhappy,1.3429494293184912
terrible,1.2616753937685012
contained,-1.441634750301277
surgeon,-1.226425178834536
posterior,-1.1402002934041764
bone,-1.1535893168201543
spot,1.1633171629661525
extent,-1.2985205110886304
accused,-1.2591411584441181
delirium,-1.2009539139682803
commonly,-1.1936980490531366
indicate,-1.1748931878504805
tissue,-1.1173459712650538
rain,1.3028468165994933
charming,1.108994638906459
thereby,-1.2269534774543616
painful,-1.0315304436464572
tale,1.4926506422315373
interview,1.4400433879771837
truth,1.137708829123914
finding,1.2133547438881465
trouble,1.3366261659789913
suffered,-1.1280416365638595
depends,-1.3280213593694168
sixty,1.0716796801819783
constitution,-1.2148589370848348
health,-1.0478414923132728
add,-1.2161736224772233
learned,1.1649960159284105
helped,1.3814322141762911
obligations,-1.2783170502298298
proposal,-1.0979013027345486
replied,1.376182012350906
fog,1.299635619443484
widespread,-1.5195483996815187
walls,-1.089960194127854
horror,1.2140939747827126
measured,1.431440811945783
desired,-1.2331686566680147
transformed,-1.3529839385006732
brows,1.4119811308880679
shone,1.1569708148148927
beneath,1.0564075389814749
bent,1.1788491485086015
compressed,-1.0822070975071152
animal,1.0908552853658955
